timestamp,platform,product_name,price,currency,promo_tag,url
2025-11-20T12:36:30.073396,Flipkart,Unknown Product,,INR,0,https://www.flipkart.com/samsung-galaxy-s24-5g-amber-yellow-256-gb/p/itm8fce29d5a8f91
